breed1	score1	breed2	score2	breed3	score3	timestamp	filename	path
"Staffordshire bullterrier, Staffordshire bull terrier"	0.592	"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.405	bull mastiff	0.001	15177.19263	staffordshire_bull_terrier_74.jpg	images/staffordshire_bull_terrier_74.jpg
"Staffordshire bullterrier, Staffordshire bull terrier"	0.509	"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.359	"boxer, american bulldog"	0.095	15180.52589	staffordshire_bull_terrier_75.jpg	images/staffordshire_bull_terrier_75.jpg
Greater Swiss Mountain dog	0.319	Appenzeller	0.197	bluetick	0.057	15183.84242	staffordshire_bull_terrier_76.jpg	images/staffordshire_bull_terrier_76.jpg
"Staffordshire bullterrier, Staffordshire bull terrier"	0.816	"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.139	"boxer, american bulldog"	0.044	15187.14489	staffordshire_bull_terrier_77.jpg	images/staffordshire_bull_terrier_77.jpg
Great Pyrenees	0.29	West Highland white terrier	0.233	kuvasz	0.055	15190.42481	staffordshire_bull_terrier_78.jpg	images/staffordshire_bull_terrier_78.jpg
"Staffordshire bullterrier, Staffordshire bull terrier"	0.697	"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.199	kelpie	0.033	15193.74073	staffordshire_bull_terrier_79.jpg	images/staffordshire_bull_terrier_79.jpg
Rhodesian ridgeback	0.498	"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.217	bull mastiff	0.177	15197.2347	staffordshire_bull_terrier_8.jpg	images/staffordshire_bull_terrier_8.jpg
"dingo, warrigal, warragal, Canis dingo"	0.324	"Cardigan, Cardigan Welsh corgi"	0.202	beagle	0.113	15200.53553	staffordshire_bull_terrier_80.jpg	images/staffordshire_bull_terrier_80.jpg
"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.395	"Staffordshire bullterrier, Staffordshire bull terrier"	0.325	Rhodesian ridgeback	0.116	15203.8724	staffordshire_bull_terrier_81.jpg	images/staffordshire_bull_terrier_81.jpg
"Staffordshire bullterrier, Staffordshire bull terrier"	0.518	"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.479	"boxer, american bulldog"	0.003	15207.20007	staffordshire_bull_terrier_82.jpg	images/staffordshire_bull_terrier_82.jpg
"Staffordshire bullterrier, Staffordshire bull terrier"	0.6	"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.189	"pug, pug-dog"	0.094	15210.50419	staffordshire_bull_terrier_83.jpg	images/staffordshire_bull_terrier_83.jpg
"Staffordshire bullterrier, Staffordshire bull terrier"	0.927	"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.07	Mexican hairless	0.001	15213.84801	staffordshire_bull_terrier_84.jpg	images/staffordshire_bull_terrier_84.jpg
Rhodesian ridgeback	0.563	"boxer, american bulldog"	0.18	bull mastiff	0.156	15217.17151	staffordshire_bull_terrier_85.jpg	images/staffordshire_bull_terrier_85.jpg
"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.51	"Staffordshire bullterrier, Staffordshire bull terrier"	0.22	whippet	0.15	15220.46859	staffordshire_bull_terrier_86.jpg	images/staffordshire_bull_terrier_86.jpg
"Staffordshire bullterrier, Staffordshire bull terrier"	0.837	"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.149	French bulldog	0.011	15223.78479	staffordshire_bull_terrier_87.jpg	images/staffordshire_bull_terrier_87.jpg
"Staffordshire bullterrier, Staffordshire bull terrier"	0.73	"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.213	bull mastiff	0.057	15227.07887	staffordshire_bull_terrier_88.jpg	images/staffordshire_bull_terrier_88.jpg
Italian greyhound	0.223	whippet	0.188	"Staffordshire bullterrier, Staffordshire bull terrier"	0.168	15230.40997	staffordshire_bull_terrier_89.jpg	images/staffordshire_bull_terrier_89.jpg
"Staffordshire bullterrier, Staffordshire bull terrier"	0.498	"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.428	"boxer, american bulldog"	0.047	15233.70215	staffordshire_bull_terrier_9.jpg	images/staffordshire_bull_terrier_9.jpg
"Staffordshire bullterrier, Staffordshire bull terrier"	0.894	"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.105	Labrador retriever	0	15236.98101	staffordshire_bull_terrier_90.jpg	images/staffordshire_bull_terrier_90.jpg
"Staffordshire bullterrier, Staffordshire bull terrier"	0.956	"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.044	"Boston bull, Boston terrier"	0.00E+00	15240.32696	staffordshire_bull_terrier_91.jpg	images/staffordshire_bull_terrier_91.jpg
"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.81	bull mastiff	0.147	"Staffordshire bullterrier, Staffordshire bull terrier"	0.043	15243.82184	staffordshire_bull_terrier_92.jpg	images/staffordshire_bull_terrier_92.jpg
"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.399	"boxer, american bulldog"	0.299	"Staffordshire bullterrier, Staffordshire bull terrier"	0.156	15247.16935	staffordshire_bull_terrier_93.jpg	images/staffordshire_bull_terrier_93.jpg
"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.889	"Staffordshire bullterrier, Staffordshire bull terrier"	0.109	bull mastiff	0.001	15250.47244	staffordshire_bull_terrier_94.jpg	images/staffordshire_bull_terrier_94.jpg
"Boston bull, Boston terrier"	0.132	"Staffordshire bullterrier, Staffordshire bull terrier"	0.123	toy terrier	0.098	15253.82256	staffordshire_bull_terrier_95.jpg	images/staffordshire_bull_terrier_95.jpg
"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.648	"Staffordshire bullterrier, Staffordshire bull terrier"	0.292	bull mastiff	0.047	15257.16265	staffordshire_bull_terrier_96.jpg	images/staffordshire_bull_terrier_96.jpg
"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.721	"Staffordshire bullterrier, Staffordshire bull terrier"	0.253	bull mastiff	0.011	15260.49788	staffordshire_bull_terrier_97.jpg	images/staffordshire_bull_terrier_97.jpg
"Staffordshire bullterrier, Staffordshire bull terrier"	0.833	"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.166	kelpie	0	15263.80375	staffordshire_bull_terrier_98.jpg	images/staffordshire_bull_terrier_98.jpg
"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.424	"Staffordshire bullterrier, Staffordshire bull terrier"	0.126	"boxer, american bulldog"	0.122	15267.1182	staffordshire_bull_terrier_99.jpg	images/staffordshire_bull_terrier_99.jpg
"Lhasa, Lhasa apso"	0.746	Shih-Tzu	0.108	"Tibetan terrier, chrysanthemum dog"	0.071	15270.43334	wheaten_terrier_1.jpg	images/wheaten_terrier_1.jpg
soft-coated wheaten terrier	0.854	Irish wolfhound	0.044	"ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus"	0.019	15273.71627	wheaten_terrier_10.jpg	images/wheaten_terrier_10.jpg
soft-coated wheaten terrier	0.804	llama	0.1	Irish terrier	0.023	15277.04056	wheaten_terrier_100.jpg	images/wheaten_terrier_100.jpg
"Old English sheepdog, bobtail"	0.745	soft-coated wheaten terrier	0.147	Irish terrier	0.025	15280.37716	wheaten_terrier_101.jpg	images/wheaten_terrier_101.jpg
"Airedale, Airedale terrier"	0.573	soft-coated wheaten terrier	0.14	Lakeland terrier	0.134	15283.68882	wheaten_terrier_102.jpg	images/wheaten_terrier_102.jpg
"Tibetan terrier, chrysanthemum dog"	0.305	West Highland white terrier	0.132	"Maltese dog, Maltese terrier, Maltese"	0.128	15287.01039	wheaten_terrier_103.jpg	images/wheaten_terrier_103.jpg
soft-coated wheaten terrier	0.438	"ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus"	0.312	"Afghan hound, Afghan"	0.082	15290.32731	wheaten_terrier_104.jpg	images/wheaten_terrier_104.jpg
Lakeland terrier	0.973	"Airedale, Airedale terrier"	0.015	wire-haired fox terrier	0.01	15293.81714	wheaten_terrier_105.jpg	images/wheaten_terrier_105.jpg
soft-coated wheaten terrier	0.612	"Tibetan terrier, chrysanthemum dog"	0.124	Irish terrier	0.062	15297.12637	wheaten_terrier_106.jpg	images/wheaten_terrier_106.jpg
soft-coated wheaten terrier	0.485	"Tibetan terrier, chrysanthemum dog"	0.173	miniature poodle	0.059	15300.45694	wheaten_terrier_107.jpg	images/wheaten_terrier_107.jpg
"Tibetan terrier, chrysanthemum dog"	0.572	soft-coated wheaten terrier	0.355	"Lhasa, Lhasa apso"	0.015	15303.78111	wheaten_terrier_108.jpg	images/wheaten_terrier_108.jpg
soft-coated wheaten terrier	0.271	"Tibetan terrier, chrysanthemum dog"	0.264	"Old English sheepdog, bobtail"	0.162	15307.3103	wheaten_terrier_109.jpg	images/wheaten_terrier_109.jpg
soft-coated wheaten terrier	0.914	Irish terrier	0.07	"Tibetan terrier, chrysanthemum dog"	0.014	15310.65595	wheaten_terrier_11.jpg	images/wheaten_terrier_11.jpg
soft-coated wheaten terrier	0.669	"Tibetan terrier, chrysanthemum dog"	0.068	West Highland white terrier	0.063	15313.95895	wheaten_terrier_110.jpg	images/wheaten_terrier_110.jpg
Lakeland terrier	0.367	soft-coated wheaten terrier	0.328	Irish terrier	0.103	15317.24639	wheaten_terrier_111.jpg	images/wheaten_terrier_111.jpg
soft-coated wheaten terrier	0.972	"Tibetan terrier, chrysanthemum dog"	0.021	Irish terrier	0.007	15320.52839	wheaten_terrier_112.jpg	images/wheaten_terrier_112.jpg
soft-coated wheaten terrier	0.423	"Tibetan terrier, chrysanthemum dog"	0.247	"silky terrier, Sydney silky"	0.186	15323.81366	wheaten_terrier_113.jpg	images/wheaten_terrier_113.jpg
soft-coated wheaten terrier	0.712	Irish terrier	0.213	standard schnauzer	0.019	15327.09421	wheaten_terrier_114.jpg	images/wheaten_terrier_114.jpg
Lakeland terrier	0.905	wire-haired fox terrier	0.036	Irish terrier	0.033	15330.41945	wheaten_terrier_115.jpg	images/wheaten_terrier_115.jpg
soft-coated wheaten terrier	0.807	"cocker spaniel, English cocker spaniel, cocker"	0.126	Lakeland terrier	0.029	15333.72263	wheaten_terrier_116.jpg	images/wheaten_terrier_116.jpg
soft-coated wheaten terrier	0.178	Irish terrier	0.09	"Saint Bernard, St Bernard"	0.088	15337.0284	wheaten_terrier_117.jpg	images/wheaten_terrier_117.jpg
toy poodle	0.194	soft-coated wheaten terrier	0.168	Norwich terrier	0.145	15340.30982	wheaten_terrier_118.jpg	images/wheaten_terrier_118.jpg
toy poodle	0.451	miniature poodle	0.224	Irish water spaniel	0.049	15343.6425	wheaten_terrier_119.jpg	images/wheaten_terrier_119.jpg
soft-coated wheaten terrier	0.971	Irish terrier	0.017	"Tibetan terrier, chrysanthemum dog"	0.004	15346.94581	wheaten_terrier_12.jpg	images/wheaten_terrier_12.jpg
"Airedale, Airedale terrier"	0.216	soft-coated wheaten terrier	0.213	Lakeland terrier	0.196	15350.25272	wheaten_terrier_120.jpg	images/wheaten_terrier_120.jpg
"Tibetan terrier, chrysanthemum dog"	0.698	soft-coated wheaten terrier	0.235	"cairn, cairn terrier"	0.022	15353.53443	wheaten_terrier_121.jpg	images/wheaten_terrier_121.jpg
soft-coated wheaten terrier	0.997	Irish terrier	0.001	Lakeland terrier	0	15356.83038	wheaten_terrier_122.jpg	images/wheaten_terrier_122.jpg
soft-coated wheaten terrier	0.891	Lakeland terrier	0.072	wire-haired fox terrier	0.016	15360.12594	wheaten_terrier_123.jpg	images/wheaten_terrier_123.jpg
soft-coated wheaten terrier	0.976	briard	0.012	Irish terrier	0.012	15363.60498	wheaten_terrier_124.jpg	images/wheaten_terrier_124.jpg
Lakeland terrier	0.529	soft-coated wheaten terrier	0.276	Irish terrier	0.112	15366.89593	wheaten_terrier_125.jpg	images/wheaten_terrier_125.jpg
snorkel	0.275	muzzle	0.119	soft-coated wheaten terrier	0.084	15370.17746	wheaten_terrier_126.jpg	images/wheaten_terrier_126.jpg
toy poodle	0.366	miniature poodle	0.203	English setter	0.05	15373.48022	wheaten_terrier_127.jpg	images/wheaten_terrier_127.jpg
soft-coated wheaten terrier	0.995	"otterhound, otter hound"	0.004	Irish terrier	0.001	15376.79463	wheaten_terrier_128.jpg	images/wheaten_terrier_128.jpg
"Old English sheepdog, bobtail"	0.597	"Tibetan terrier, chrysanthemum dog"	0.195	soft-coated wheaten terrier	0.052	15380.11379	wheaten_terrier_129.jpg	images/wheaten_terrier_129.jpg
soft-coated wheaten terrier	0.654	"Tibetan terrier, chrysanthemum dog"	0.25	briard	0.051	15383.4439	wheaten_terrier_13.jpg	images/wheaten_terrier_13.jpg
soft-coated wheaten terrier	0.992	Irish terrier	0.004	"Tibetan terrier, chrysanthemum dog"	0.004	15386.74748	wheaten_terrier_130.jpg	images/wheaten_terrier_130.jpg
soft-coated wheaten terrier	0.977	Irish terrier	0.011	"Tibetan terrier, chrysanthemum dog"	0.009	15390.03423	wheaten_terrier_131.jpg	images/wheaten_terrier_131.jpg
soft-coated wheaten terrier	0.585	"Tibetan terrier, chrysanthemum dog"	0.256	"cocker spaniel, English cocker spaniel, cocker"	0.035	15393.32651	wheaten_terrier_132.jpg	images/wheaten_terrier_132.jpg
soft-coated wheaten terrier	0.947	Lakeland terrier	0.051	Irish terrier	0.001	15396.61336	wheaten_terrier_133.jpg	images/wheaten_terrier_133.jpg
"silky terrier, Sydney silky"	0.319	Norfolk terrier	0.149	"Tibetan terrier, chrysanthemum dog"	0.138	15399.91433	wheaten_terrier_134.jpg	images/wheaten_terrier_134.jpg
soft-coated wheaten terrier	0.904	"cairn, cairn terrier"	0.039	Irish terrier	0.038	15403.26417	wheaten_terrier_135.jpg	images/wheaten_terrier_135.jpg
soft-coated wheaten terrier	0.999	Irish terrier	0.001	briard	0.00E+00	15406.56615	wheaten_terrier_136.jpg	images/wheaten_terrier_136.jpg
soft-coated wheaten terrier	0.996	Irish terrier	0.003	"Tibetan terrier, chrysanthemum dog"	0.001	15409.84924	wheaten_terrier_137.jpg	images/wheaten_terrier_137.jpg
soft-coated wheaten terrier	0.955	toy poodle	0.012	Irish terrier	0.009	15413.14623	wheaten_terrier_138.jpg	images/wheaten_terrier_138.jpg
soft-coated wheaten terrier	0.997	Irish terrier	0.002	"cairn, cairn terrier"	0	15416.43622	wheaten_terrier_139.jpg	images/wheaten_terrier_139.jpg
Norfolk terrier	0.508	"Tibetan terrier, chrysanthemum dog"	0.178	soft-coated wheaten terrier	0.116	15419.78367	wheaten_terrier_14.jpg	images/wheaten_terrier_14.jpg
soft-coated wheaten terrier	0.914	Irish terrier	0.079	briard	0.003	15423.08443	wheaten_terrier_140.jpg	images/wheaten_terrier_140.jpg
soft-coated wheaten terrier	0.996	briard	0.002	"otterhound, otter hound"	0.001	15426.39969	wheaten_terrier_141.jpg	images/wheaten_terrier_141.jpg
soft-coated wheaten terrier	0.989	Lakeland terrier	0.008	Irish terrier	0.002	15429.7005	wheaten_terrier_142.jpg	images/wheaten_terrier_142.jpg
soft-coated wheaten terrier	0.991	Irish terrier	0.005	briard	0.001	15433.16938	wheaten_terrier_143.jpg	images/wheaten_terrier_143.jpg
soft-coated wheaten terrier	0.614	"Tibetan terrier, chrysanthemum dog"	0.068	"Old English sheepdog, bobtail"	0.052	15436.44928	wheaten_terrier_144.jpg	images/wheaten_terrier_144.jpg
soft-coated wheaten terrier	0.972	Irish terrier	0.019	"Tibetan terrier, chrysanthemum dog"	0.002	15439.76746	wheaten_terrier_145.jpg	images/wheaten_terrier_145.jpg
miniature poodle	0.155	toy poodle	0.132	Lakeland terrier	0.092	15443.14602	wheaten_terrier_146.jpg	images/wheaten_terrier_146.jpg
soft-coated wheaten terrier	0.494	West Highland white terrier	0.226	miniature schnauzer	0.12	15446.49395	wheaten_terrier_147.jpg	images/wheaten_terrier_147.jpg
"Lhasa, Lhasa apso"	0.284	"Tibetan terrier, chrysanthemum dog"	0.256	"Dandie Dinmont, Dandie Dinmont terrier"	0.126	15449.844	wheaten_terrier_148.jpg	images/wheaten_terrier_148.jpg
soft-coated wheaten terrier	0.862	"Old English sheepdog, bobtail"	0.069	"otterhound, otter hound"	0.026	15453.18617	wheaten_terrier_149.jpg	images/wheaten_terrier_149.jpg
soft-coated wheaten terrier	0.538	Irish terrier	0.154	"Tibetan terrier, chrysanthemum dog"	0.153	15456.48051	wheaten_terrier_15.jpg	images/wheaten_terrier_15.jpg
soft-coated wheaten terrier	0.985	Irish terrier	0.009	"cairn, cairn terrier"	0.003	15459.76284	wheaten_terrier_150.jpg	images/wheaten_terrier_150.jpg
soft-coated wheaten terrier	0.954	Irish terrier	0.026	Lakeland terrier	0.008	15463.03953	wheaten_terrier_151.jpg	images/wheaten_terrier_151.jpg
soft-coated wheaten terrier	0.674	Irish terrier	0.095	Norwich terrier	0.06	15466.34075	wheaten_terrier_152.jpg	images/wheaten_terrier_152.jpg
soft-coated wheaten terrier	0.417	"Lhasa, Lhasa apso"	0.118	Egyptian cat	0.077	15469.63736	wheaten_terrier_153.jpg	images/wheaten_terrier_153.jpg
soft-coated wheaten terrier	0.979	Irish terrier	0.017	"Tibetan terrier, chrysanthemum dog"	0.002	15472.9583	wheaten_terrier_154.jpg	images/wheaten_terrier_154.jpg
soft-coated wheaten terrier	0.868	Irish terrier	0.054	"Tibetan terrier, chrysanthemum dog"	0.048	15476.26003	wheaten_terrier_155.jpg	images/wheaten_terrier_155.jpg
soft-coated wheaten terrier	0.996	Lakeland terrier	0.003	Irish terrier	0.001	15479.5695	wheaten_terrier_156.jpg	images/wheaten_terrier_156.jpg
soft-coated wheaten terrier	0.764	"Dandie Dinmont, Dandie Dinmont terrier"	0.099	Lakeland terrier	0.068	15482.85037	wheaten_terrier_157.jpg	images/wheaten_terrier_157.jpg
Lakeland terrier	0.313	Norfolk terrier	0.222	soft-coated wheaten terrier	0.095	15486.13102	wheaten_terrier_158.jpg	images/wheaten_terrier_158.jpg
soft-coated wheaten terrier	0.983	Irish terrier	0.016	"Tibetan terrier, chrysanthemum dog"	0	15489.46399	wheaten_terrier_159.jpg	images/wheaten_terrier_159.jpg
soft-coated wheaten terrier	0.738	"Tibetan terrier, chrysanthemum dog"	0.08	Irish terrier	0.064	15492.77033	wheaten_terrier_16.jpg	images/wheaten_terrier_16.jpg
soft-coated wheaten terrier	0.997	Lakeland terrier	0.002	briard	0	15496.05135	wheaten_terrier_160.jpg	images/wheaten_terrier_160.jpg
soft-coated wheaten terrier	0.586	toy poodle	0.279	miniature poodle	0.046	15499.59201	wheaten_terrier_161.jpg	images/wheaten_terrier_161.jpg
soft-coated wheaten terrier	0.56	"cocker spaniel, English cocker spaniel, cocker"	0.296	"Tibetan terrier, chrysanthemum dog"	0.052	15502.89185	wheaten_terrier_162.jpg	images/wheaten_terrier_162.jpg
soft-coated wheaten terrier	0.994	"Lhasa, Lhasa apso"	0.002	Irish terrier	0.002	15506.21457	wheaten_terrier_163.jpg	images/wheaten_terrier_163.jpg
"Afghan hound, Afghan"	0.777	soft-coated wheaten terrier	0.177	"Saluki, gazelle hound"	0.013	15509.55623	wheaten_terrier_164.jpg	images/wheaten_terrier_164.jpg
soft-coated wheaten terrier	0.633	"Tibetan terrier, chrysanthemum dog"	0.143	"Old English sheepdog, bobtail"	0.087	15512.88615	wheaten_terrier_165.jpg	images/wheaten_terrier_165.jpg
soft-coated wheaten terrier	0.887	"Tibetan terrier, chrysanthemum dog"	0.073	"Lhasa, Lhasa apso"	0.019	15516.20395	wheaten_terrier_166.jpg	images/wheaten_terrier_166.jpg
soft-coated wheaten terrier	0.946	Irish terrier	0.029	"Tibetan terrier, chrysanthemum dog"	0.009	15519.48456	wheaten_terrier_167.jpg	images/wheaten_terrier_167.jpg
soft-coated wheaten terrier	0.559	"Tibetan terrier, chrysanthemum dog"	0.258	Norfolk terrier	0.065	15522.78261	wheaten_terrier_168.jpg	images/wheaten_terrier_168.jpg
soft-coated wheaten terrier	0.638	"cairn, cairn terrier"	0.327	Norwich terrier	0.01	15526.09064	wheaten_terrier_169.jpg	images/wheaten_terrier_169.jpg
"Bouvier des Flandres, Bouviers des Flandres"	0.632	soft-coated wheaten terrier	0.128	"Old English sheepdog, bobtail"	0.093	15529.37336	wheaten_terrier_17.jpg	images/wheaten_terrier_17.jpg
soft-coated wheaten terrier	0.999	Irish terrier	0	"Dandie Dinmont, Dandie Dinmont terrier"	0	15532.65461	wheaten_terrier_170.jpg	images/wheaten_terrier_170.jpg
soft-coated wheaten terrier	0.678	"cairn, cairn terrier"	0.11	Irish terrier	0.037	15535.97524	wheaten_terrier_171.jpg	images/wheaten_terrier_171.jpg
soft-coated wheaten terrier	0.748	"Tibetan terrier, chrysanthemum dog"	0.219	Irish terrier	0.019	15539.25652	wheaten_terrier_172.jpg	images/wheaten_terrier_172.jpg
soft-coated wheaten terrier	0.978	Irish terrier	0.014	"Tibetan terrier, chrysanthemum dog"	0.005	15542.58664	wheaten_terrier_173.jpg	images/wheaten_terrier_173.jpg
soft-coated wheaten terrier	0.999	Irish terrier	0.001	briard	0.00E+00	15545.90243	wheaten_terrier_174.jpg	images/wheaten_terrier_174.jpg
soft-coated wheaten terrier	0.938	briard	0.031	"Tibetan terrier, chrysanthemum dog"	0.027	15549.19383	wheaten_terrier_175.jpg	images/wheaten_terrier_175.jpg
soft-coated wheaten terrier	0.98	briard	0.008	Irish terrier	0.005	15552.48682	wheaten_terrier_176.jpg	images/wheaten_terrier_176.jpg
soft-coated wheaten terrier	0.983	"Tibetan terrier, chrysanthemum dog"	0.012	Irish terrier	0.003	15555.78989	wheaten_terrier_177.jpg	images/wheaten_terrier_177.jpg
soft-coated wheaten terrier	0.989	briard	0.008	"Tibetan terrier, chrysanthemum dog"	0.001	15559.09148	wheaten_terrier_178.jpg	images/wheaten_terrier_178.jpg
soft-coated wheaten terrier	0.936	Irish terrier	0.041	briard	0.012	15562.40614	wheaten_terrier_179.jpg	images/wheaten_terrier_179.jpg
soft-coated wheaten terrier	0.693	"Tibetan terrier, chrysanthemum dog"	0.194	Irish terrier	0.047	15565.7025	wheaten_terrier_18.jpg	images/wheaten_terrier_18.jpg
soft-coated wheaten terrier	1	Irish terrier	0	briard	0.00E+00	15569.21063	wheaten_terrier_180.jpg	images/wheaten_terrier_180.jpg
soft-coated wheaten terrier	0.565	"Tibetan terrier, chrysanthemum dog"	0.33	"Lhasa, Lhasa apso"	0.055	15572.49997	wheaten_terrier_181.jpg	images/wheaten_terrier_181.jpg
soft-coated wheaten terrier	0.841	"Tibetan terrier, chrysanthemum dog"	0.061	"Lhasa, Lhasa apso"	0.021	15575.7941	wheaten_terrier_182.jpg	images/wheaten_terrier_182.jpg
standard poodle	0.285	Bedlington terrier	0.254	soft-coated wheaten terrier	0.208	15579.09677	wheaten_terrier_183.jpg	images/wheaten_terrier_183.jpg
soft-coated wheaten terrier	0.819	briard	0.047	Lakeland terrier	0.04	15582.38466	wheaten_terrier_184.jpg	images/wheaten_terrier_184.jpg
soft-coated wheaten terrier	0.948	Irish terrier	0.019	"cairn, cairn terrier"	0.009	15585.66702	wheaten_terrier_185.jpg	images/wheaten_terrier_185.jpg
soft-coated wheaten terrier	0.869	"Tibetan terrier, chrysanthemum dog"	0.113	"Lhasa, Lhasa apso"	0.006	15588.96876	wheaten_terrier_186.jpg	images/wheaten_terrier_186.jpg
soft-coated wheaten terrier	0.904	"Lhasa, Lhasa apso"	0.031	"cairn, cairn terrier"	0.019	15592.30721	wheaten_terrier_187.jpg	images/wheaten_terrier_187.jpg
soft-coated wheaten terrier	0.605	Irish terrier	0.237	Border terrier	0.063	15595.59003	wheaten_terrier_188.jpg	images/wheaten_terrier_188.jpg
miniature poodle	0.612	toy poodle	0.338	"Tibetan terrier, chrysanthemum dog"	0.016	15598.8819	wheaten_terrier_189.jpg	images/wheaten_terrier_189.jpg
Lakeland terrier	0.45	soft-coated wheaten terrier	0.349	Irish terrier	0.127	15602.35923	wheaten_terrier_19.jpg	images/wheaten_terrier_19.jpg
soft-coated wheaten terrier	0.91	"cairn, cairn terrier"	0.061	Irish terrier	0.016	15605.66397	wheaten_terrier_190.jpg	images/wheaten_terrier_190.jpg
soft-coated wheaten terrier	0.982	"Lhasa, Lhasa apso"	0.014	Irish terrier	0.001	15608.96513	wheaten_terrier_191.jpg	images/wheaten_terrier_191.jpg
soft-coated wheaten terrier	0.967	Irish terrier	0.019	Lakeland terrier	0.003	15612.26109	wheaten_terrier_192.jpg	images/wheaten_terrier_192.jpg
soft-coated wheaten terrier	0.802	"cairn, cairn terrier"	0.073	"silky terrier, Sydney silky"	0.02	15615.57158	wheaten_terrier_193.jpg	images/wheaten_terrier_193.jpg
"Tibetan terrier, chrysanthemum dog"	0.586	"Old English sheepdog, bobtail"	0.119	soft-coated wheaten terrier	0.106	15618.87009	wheaten_terrier_194.jpg	images/wheaten_terrier_194.jpg
"patio, terrace"	0.27	"maze, labyrinth"	0.073	soft-coated wheaten terrier	0.058	15622.15341	wheaten_terrier_195.jpg	images/wheaten_terrier_195.jpg
"Lhasa, Lhasa apso"	0.723	soft-coated wheaten terrier	0.145	"Tibetan terrier, chrysanthemum dog"	0.086	15625.47059	wheaten_terrier_196.jpg	images/wheaten_terrier_196.jpg
soft-coated wheaten terrier	0.997	"Tibetan terrier, chrysanthemum dog"	0.001	Irish terrier	0.001	15628.76191	wheaten_terrier_197.jpg	images/wheaten_terrier_197.jpg
soft-coated wheaten terrier	0.997	Irish terrier	0.002	briard	0	15632.0914	wheaten_terrier_198.jpg	images/wheaten_terrier_198.jpg
Irish terrier	0.303	Irish wolfhound	0.255	soft-coated wheaten terrier	0.216	15635.59719	wheaten_terrier_199.jpg	images/wheaten_terrier_199.jpg
briard	0.956	Irish terrier	0.021	soft-coated wheaten terrier	0.019	15638.90192	wheaten_terrier_2.jpg	images/wheaten_terrier_2.jpg
briard	0.657	"Bouvier des Flandres, Bouviers des Flandres"	0.314	soft-coated wheaten terrier	0.018	15642.20495	wheaten_terrier_20.jpg	images/wheaten_terrier_20.jpg
soft-coated wheaten terrier	0.975	Irish terrier	0.014	"Tibetan terrier, chrysanthemum dog"	0.006	15645.5019	wheaten_terrier_200.jpg	images/wheaten_terrier_200.jpg
soft-coated wheaten terrier	0.588	Lakeland terrier	0.32	Irish terrier	0.071	15648.82703	wheaten_terrier_21.jpg	images/wheaten_terrier_21.jpg
soft-coated wheaten terrier	0.806	Irish terrier	0.132	Irish wolfhound	0.016	15652.16502	wheaten_terrier_22.jpg	images/wheaten_terrier_22.jpg
soft-coated wheaten terrier	0.542	"otterhound, otter hound"	0.2	"Tibetan terrier, chrysanthemum dog"	0.057	15655.45052	wheaten_terrier_23.jpg	images/wheaten_terrier_23.jpg
soft-coated wheaten terrier	0.516	briard	0.2	"Tibetan terrier, chrysanthemum dog"	0.17	15658.79173	wheaten_terrier_24.jpg	images/wheaten_terrier_24.jpg
Norfolk terrier	0.33	soft-coated wheaten terrier	0.229	Irish terrier	0.119	15662.32638	wheaten_terrier_25.jpg	images/wheaten_terrier_25.jpg
soft-coated wheaten terrier	0.905	Irish terrier	0.065	"Tibetan terrier, chrysanthemum dog"	0.01	15665.6118	wheaten_terrier_26.jpg	images/wheaten_terrier_26.jpg
